job_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
13,0.100206917,0.034880284,0.110257168,0.039905409,0.039905409,0.105232043,0.054980786,0.054980786,0.019804907,0.034880284,0.044930535,0.034880284,0.044930535,0.205734555,0.029855158,0.024830033,0.019804907
14,0.021312873,0.072037511,0.021312873,0.043052003,0.064791134,0.043052003,0.043052003,0.02855925,0.115515772,0.086530264,0.072037511,0.035805627,0.043052003,0.079283887,0.101023018,0.108269395,0.021312873
15,0.045968056,0.032723023,0.045968056,0.01947799,0.032723023,0.045968056,0.105570705,0.105570705,0.085703155,0.01947799,0.065835606,0.158550838,0.032723023,0.03934554,0.085703155,0.045968056,0.032723023
16,0.082122261,0.058592849,0.0272203,0.058592849,0.015455594,0.0272203,0.019377163,0.195847751,0.11349481,0.015455594,0.011534025,0.078200692,0.101730104,0.046828143,0.082122261,0.031141869,0.035063437
17,0.044117647,0.044117647,0.106617647,0.044117647,0.026260504,0.070903361,0.035189076,0.035189076,0.026260504,0.026260504,0.044117647,0.035189076,0.070903361,0.106617647,0.151260504,0.06197479,0.070903361
18,0.024509804,0.041176471,0.024509804,0.449509804,0.024509804,0.024509804,0.024509804,0.041176471,0.024509804,0.057843137,0.024509804,0.032843137,0.041176471,0.024509804,0.041176471,0.057843137,0.041176471
19,0.026810724,0.074429772,0.026810724,0.026810724,0.047218888,0.210484194,0.142456983,0.047218888,0.040416166,0.033613445,0.040416166,0.06082433,0.047218888,0.020008003,0.074429772,0.054021609,0.026810724
20,0.120644436,0.018733608,0.063319595,0.056950169,0.037841888,0.037841888,0.018733608,0.031472462,0.018733608,0.056950169,0.088797302,0.025103035,0.107905583,0.101536156,0.018733608,0.15249157,0.044211315
21,0.053112507,0.023986294,0.043403769,0.028840662,0.023986294,0.057966876,0.106510565,0.0385494,0.067675614,0.048258138,0.08709309,0.116219303,0.057966876,0.072529983,0.082238721,0.048258138,0.043403769
22,0.047012506,0.086382585,0.11394164,0.015516443,0.031264474,0.216303844,0.074571561,0.015516443,0.082445577,0.03913849,0.011579435,0.043075498,0.023390459,0.03913849,0.0942566,0.043075498,0.023390459
23,0.032278615,0.25610533,0.050329157,0.035888724,0.014228074,0.039498832,0.093650457,0.035888724,0.046719049,0.035888724,0.079210023,0.082820132,0.06476959,0.032278615,0.04310894,0.028668507,0.028668507
24,0.039905409,0.034880284,0.044930535,0.029855158,0.065031038,0.024830033,0.170558676,0.095181791,0.090156666,0.034880284,0.054980786,0.080106414,0.110257168,0.019804907,0.044930535,0.039905409,0.019804907
25,0.069594035,0.055509528,0.041425021,0.083678542,0.041425021,0.041425021,0.041425021,0.111847556,0.041425021,0.041425021,0.097763049,0.069594035,0.055509528,0.069594035,0.041425021,0.055509528,0.041425021
26,0.059704121,0.059704121,0.074674181,0.056710109,0.104614301,0.047728073,0.020781965,0.020781965,0.068686157,0.065692145,0.026769989,0.134554421,0.089644241,0.047728073,0.017787954,0.062698133,0.041740049
27,0.041546689,0.055532703,0.041546689,0.055532703,0.034553682,0.034553682,0.258329905,0.034553682,0.111476759,0.027560675,0.034553682,0.027560675,0.048539696,0.020567668,0.097490745,0.041546689,0.034553682
28,0.028835063,0.058246828,0.038638985,0.087658593,0.077854671,0.06805075,0.048442907,0.028835063,0.028835063,0.117070358,0.038638985,0.058246828,0.058246828,0.048442907,0.087658593,0.077854671,0.048442907
29,0.115216334,0.032571706,0.032571706,0.040836169,0.024307244,0.032571706,0.049100632,0.024307244,0.049100632,0.032571706,0.024307244,0.040836169,0.181332037,0.024307244,0.032571706,0.222654351,0.040836169
30,0.01616031,0.021654816,0.01616031,0.021654816,0.038138332,0.01616031,0.01616031,0.027149321,0.027149321,0.038138332,0.071105365,0.032643827,0.027149321,0.571105365,0.01616031,0.021654816,0.021654816
31,0.118996222,0.013491635,0.022665947,0.041014571,0.018078791,0.018078791,0.018078791,0.027253103,0.022665947,0.054776039,0.054776039,0.022665947,0.082298975,0.3712898,0.054776039,0.036427415,0.022665947
32,0.095975232,0.034571723,0.122291022,0.043343653,0.18369453,0.034571723,0.043343653,0.025799794,0.043343653,0.043343653,0.043343653,0.052115583,0.034571723,0.052115583,0.060887513,0.060887513,0.025799794
33,0.028895769,0.093223254,0.028895769,0.058135535,0.151702786,0.040591675,0.017199862,0.023047816,0.063983488,0.081527348,0.110767114,0.023047816,0.046439628,0.046439628,0.075679395,0.052287582,0.058135535
34,0.085007174,0.048421808,0.024031564,0.109397418,0.072812052,0.06061693,0.024031564,0.024031564,0.06061693,0.042324247,0.054519369,0.017934003,0.145982783,0.048421808,0.06061693,0.036226686,0.085007174
35,0.032679739,0.077124183,0.032679739,0.121568627,0.032679739,0.04379085,0.04379085,0.032679739,0.154901961,0.04379085,0.032679739,0.066013072,0.032679739,0.054901961,0.066013072,0.054901961,0.077124183
36,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.051857585,0.03869969,0.03869969,0.051857585,0.328173375
37,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.06501548,0.03869969,0.06501548,0.31501548
38,0.034553682,0.076511724,0.034553682,0.027560675,0.020567668,0.160427807,0.020567668,0.020567668,0.020567668,0.027560675,0.055532703,0.097490745,0.181406828,0.090497738,0.027560675,0.055532703,0.048539696
39,0.077818627,0.025735294,0.041360294,0.030943627,0.030943627,0.260110294,0.030943627,0.036151961,0.077818627,0.020526961,0.072610294,0.072610294,0.056985294,0.046568627,0.088235294,0.015318627,0.015318627
40,0.030943627,0.036151961,0.020526961,0.062193627,0.025735294,0.030943627,0.025735294,0.030943627,0.020526961,0.046568627,0.051776961,0.020526961,0.051776961,0.390318627,0.072610294,0.030943627,0.051776961
41,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.06501548,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.341331269
42,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.367647059
43,0.086104007,0.0571185,0.187553282,0.042625746,0.0571185,0.071611253,0.042625746,0.042625746,0.042625746,0.042625746,0.042625746,0.0571185,0.042625746,0.042625746,0.042625746,0.0571185,0.042625746
44,0.028151261,0.035294118,0.028151261,0.035294118,0.028151261,0.028151261,0.021008403,0.035294118,0.021008403,0.049579832,0.056722689,0.028151261,0.042436975,0.463865546,0.042436975,0.021008403,0.035294118
45,0.036053131,0.027988615,0.019924099,0.023956357,0.015891841,0.027988615,0.019924099,0.023956357,0.023956357,0.068311195,0.092504744,0.015891841,0.068311195,0.47556926,0.023956357,0.015891841,0.019924099
46,0.020852786,0.036725801,0.026143791,0.026143791,0.158418923,0.026143791,0.031434796,0.327731092,0.026143791,0.031434796,0.100217865,0.026143791,0.036725801,0.031434796,0.036725801,0.026143791,0.031434796
47,0.019301471,0.046645221,0.101332721,0.097426471,0.042738971,0.034926471,0.023207721,0.070082721,0.031020221,0.038832721,0.023207721,0.273207721,0.062270221,0.031020221,0.027113971,0.027113971,0.050551471
48,0.047551955,0.023599859,0.017611835,0.029587883,0.029587883,0.059528003,0.029587883,0.035575907,0.017611835,0.041563931,0.083480099,0.029587883,0.023599859,0.454737584,0.017611835,0.029587883,0.029587883
49,0.03869969,0.03869969,0.03869969,0.03869969,0.06501548,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.354489164
50,0.029946524,0.06631016,0.023885918,0.042067736,0.023885918,0.029946524,0.017825312,0.023885918,0.029946524,0.048128342,0.060249554,0.023885918,0.017825312,0.46631016,0.029946524,0.03600713,0.029946524
51,0.028011204,0.037535014,0.047058824,0.056582633,0.047058824,0.132773109,0.028011204,0.075630252,0.028011204,0.047058824,0.047058824,0.037535014,0.056582633,0.075630252,0.075630252,0.142296919,0.037535014
52,0.030005942,0.040106952,0.030005942,0.060308972,0.030005942,0.055258467,0.014854427,0.014854427,0.035056447,0.030005942,0.115864528,0.024955437,0.055258467,0.35828877,0.065359477,0.014854427,0.024955437
53,0.058823529,0.029120559,0.10832848,0.048922539,0.11822947,0.048922539,0.039021549,0.039021549,0.039021549,0.07862551,0.048922539,0.07862551,0.048922539,0.0885265,0.048922539,0.029120559,0.048922539
54,0.113865546,0.035294118,0.092436975,0.021008403,0.042436975,0.128151261,0.021008403,0.035294118,0.063865546,0.049579832,0.092436975,0.049579832,0.085294118,0.056722689,0.063865546,0.021008403,0.028151261
55,0.030005942,0.060308972,0.014854427,0.035056447,0.030005942,0.014854427,0.024955437,0.302733214,0.030005942,0.024955437,0.090612002,0.050207962,0.075460487,0.070409982,0.060308972,0.050207962,0.035056447
56,0.041176471,0.057843137,0.091176471,0.057843137,0.082843137,0.024509804,0.099509804,0.049509804,0.182843137,0.024509804,0.041176471,0.032843137,0.032843137,0.057843137,0.024509804,0.049509804,0.049509804
57,0.045386683,0.050462825,0.035234398,0.030158256,0.030158256,0.030158256,0.020005972,0.360107495,0.020005972,0.065691251,0.096148104,0.01492983,0.055538967,0.050462825,0.035234398,0.025082114,0.035234398
58,0.099312452,0.099312452,0.038706392,0.090654444,0.125286478,0.034377387,0.025719379,0.012732366,0.0473644,0.107970461,0.051693405,0.081996435,0.069009422,0.030048383,0.034377387,0.030048383,0.021390374
59,0.075980392,0.034313725,0.048202614,0.027369281,0.048202614,0.020424837,0.124591503,0.020424837,0.082924837,0.034313725,0.048202614,0.069035948,0.069035948,0.04125817,0.16625817,0.04125817,0.048202614
60,0.046712803,0.029065744,0.087889273,0.023183391,0.052595156,0.229065744,0.058477509,0.052595156,0.134948097,0.04083045,0.058477509,0.023183391,0.029065744,0.023183391,0.052595156,0.029065744,0.029065744
61,0.036764706,0.049264706,0.036764706,0.061764706,0.049264706,0.036764706,0.036764706,0.036764706,0.061764706,0.036764706,0.049264706,0.036764706,0.036764706,0.036764706,0.049264706,0.061764706,0.286764706
62,0.055028463,0.022770398,0.013553809,0.018162104,0.124152887,0.022770398,0.018162104,0.018162104,0.036595283,0.073461643,0.101111412,0.013553809,0.147194362,0.216318786,0.031986988,0.073461643,0.013553809
63,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.367647059
64,0.047058824,0.036532508,0.03126935,0.015479876,0.03126935,0.03126935,0.015479876,0.036532508,0.020743034,0.068111455,0.03126935,0.020743034,0.062848297,0.426006192,0.052321981,0.047058824,0.026006192
65,0.191855204,0.030316742,0.107239819,0.030316742,0.03800905,0.076470588,0.076470588,0.030316742,0.030316742,0.030316742,0.053393665,0.084162896,0.068778281,0.03800905,0.03800905,0.03800905,0.03800905
66,0.032587683,0.070146368,0.107705054,0.018503176,0.032587683,0.074841204,0.117094725,0.027892847,0.215686275,0.037282519,0.065451533,0.051367026,0.018503176,0.051367026,0.041977354,0.018503176,0.018503176
67,0.035014006,0.046918768,0.142156863,0.035014006,0.058823529,0.058823529,0.118347339,0.035014006,0.070728291,0.035014006,0.046918768,0.058823529,0.070728291,0.070728291,0.046918768,0.035014006,0.035014006
68,0.047484054,0.047484054,0.035435861,0.047484054,0.059532247,0.035435861,0.035435861,0.035435861,0.035435861,0.035435861,0.059532247,0.035435861,0.035435861,0.047484054,0.035435861,0.33664068,0.035435861
69,0.03126935,0.03126935,0.047058824,0.020743034,0.03126935,0.236532508,0.03126935,0.026006192,0.015479876,0.015479876,0.03126935,0.015479876,0.147058824,0.041795666,0.078637771,0.147058824,0.052321981
70,0.033399801,0.041874377,0.202891326,0.050348953,0.109670987,0.067298106,0.041874377,0.041874377,0.033399801,0.033399801,0.160518445,0.041874377,0.033399801,0.024925224,0.024925224,0.033399801,0.024925224
71,0.044117647,0.106617647,0.044117647,0.079831933,0.026260504,0.035189076,0.160189076,0.053046218,0.070903361,0.079831933,0.035189076,0.035189076,0.035189076,0.035189076,0.053046218,0.06197479,0.044117647
72,0.047218888,0.026810724,0.020008003,0.026810724,0.196878752,0.054021609,0.020008003,0.088035214,0.108443377,0.033613445,0.067627051,0.054021609,0.074429772,0.074429772,0.020008003,0.040416166,0.047218888
73,0.01616031,0.038138332,0.021654816,0.021654816,0.021654816,0.027149321,0.021654816,0.027149321,0.032643827,0.038138332,0.049127343,0.021654816,0.032643827,0.549127343,0.027149321,0.027149321,0.027149321
74,0.041425021,0.041425021,0.041425021,0.055509528,0.125932063,0.041425021,0.041425021,0.041425021,0.055509528,0.069594035,0.055509528,0.041425021,0.041425021,0.041425021,0.055509528,0.125932063,0.083678542
75,0.045072574,0.032085561,0.025592055,0.038579068,0.045072574,0.038579068,0.019098549,0.038579068,0.032085561,0.038579068,0.110007639,0.058059587,0.045072574,0.356760886,0.019098549,0.038579068,0.019098549
76,0.081726133,0.12270974,0.098119576,0.06533269,0.032545805,0.151398264,0.024349084,0.020250723,0.081726133,0.032545805,0.016152363,0.020250723,0.016152363,0.053037608,0.089922854,0.028447445,0.06533269
77,0.039312755,0.02446127,0.069015725,0.08386721,0.08386721,0.02446127,0.069015725,0.03436226,0.03436226,0.088817705,0.049213745,0.039312755,0.202679091,0.03436226,0.04426325,0.05416424,0.02446127
78,0.077492075,0.053539979,0.113420218,0.059528003,0.047551955,0.077492075,0.047551955,0.035575907,0.083480099,0.077492075,0.023599859,0.041563931,0.059528003,0.035575907,0.077492075,0.023599859,0.065516027
79,0.023690022,0.057819715,0.03392893,0.170447701,0.061232684,0.020277053,0.010038145,0.040754869,0.184099578,0.057819715,0.010038145,0.091949408,0.010038145,0.03392893,0.071471592,0.057819715,0.064645653
80,0.053221289,0.059173669,0.041316527,0.023459384,0.047268908,0.071078431,0.077030812,0.06512605,0.047268908,0.023459384,0.094887955,0.029411765,0.029411765,0.047268908,0.142507003,0.059173669,0.088935574
81,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.06501548,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.051857585,0.31501548
82,0.051776961,0.030943627,0.015318627,0.030943627,0.015318627,0.036151961,0.020526961,0.030943627,0.015318627,0.062193627,0.062193627,0.025735294,0.030943627,0.452818627,0.041360294,0.041360294,0.036151961
83,0.019739439,0.026450849,0.019739439,0.328464272,0.033162258,0.026450849,0.019739439,0.12712199,0.046585077,0.053296486,0.033162258,0.046585077,0.026450849,0.039873668,0.080142124,0.033162258,0.039873668
84,0.061467284,0.033377396,0.033377396,0.022141441,0.022141441,0.044613351,0.022141441,0.038995373,0.022141441,0.050231328,0.061467284,0.027759418,0.050231328,0.381692003,0.055849306,0.044613351,0.027759418
85,0.041814316,0.041814316,0.023742027,0.041814316,0.041814316,0.03579022,0.017717931,0.023742027,0.017717931,0.053862509,0.041814316,0.017717931,0.029766123,0.493621545,0.029766123,0.017717931,0.029766123
86,0.110869039,0.045025418,0.012103607,0.069716776,0.032679739,0.036794965,0.077947228,0.012103607,0.016218833,0.061486323,0.086177681,0.22198015,0.09852336,0.032679739,0.032679739,0.036794965,0.016218833
87,0.015644556,0.026282854,0.020963705,0.015644556,0.068836045,0.047559449,0.015644556,0.058197747,0.058197747,0.063516896,0.047559449,0.036921151,0.047559449,0.372027534,0.052878598,0.031602003,0.020963705
88,0.042466184,0.026423404,0.026423404,0.069204152,0.02107581,0.015728216,0.015728216,0.031770997,0.026423404,0.047813778,0.090594527,0.031770997,0.015728216,0.395407361,0.047813778,0.047813778,0.047813778
89,0.048939248,0.040742527,0.040742527,0.028447445,0.036644166,0.057135969,0.048939248,0.024349084,0.225168756,0.036644166,0.094021215,0.053037608,0.024349084,0.036644166,0.098119576,0.044840887,0.06123433
90,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.06501548,0.341331269
91,0.043655198,0.049944506,0.043655198,0.062523122,0.075101739,0.018497965,0.238623751,0.03736589,0.031076582,0.03736589,0.062523122,0.024787273,0.100258972,0.056233814,0.043655198,0.056233814,0.018497965
92,0.044211315,0.076058449,0.037841888,0.222555264,0.025103035,0.031472462,0.056950169,0.056950169,0.025103035,0.076058449,0.025103035,0.076058449,0.088797302,0.018733608,0.069689022,0.037841888,0.031472462
93,0.086834734,0.055088702,0.047152194,0.094771242,0.039215686,0.02334267,0.02334267,0.086834734,0.039215686,0.094771242,0.06302521,0.078898226,0.039215686,0.078898226,0.031279178,0.070961718,0.047152194
94,0.056589724,0.069247952,0.018615041,0.031273269,0.043931497,0.031273269,0.050260611,0.037602383,0.024944155,0.024944155,0.075577066,0.024944155,0.100893522,0.328741623,0.024944155,0.037602383,0.018615041
95,0.029411765,0.066725198,0.021949078,0.298068481,0.029411765,0.029411765,0.029411765,0.066725198,0.089113257,0.044337138,0.051799824,0.029411765,0.021949078,0.051799824,0.059262511,0.059262511,0.021949078
96,0.018615041,0.043931497,0.050260611,0.037602383,0.056589724,0.056589724,0.265450484,0.037602383,0.062918838,0.024944155,0.037602383,0.062918838,0.069247952,0.031273269,0.088235294,0.024944155,0.031273269
97,0.030129125,0.085007174,0.176470588,0.06061693,0.042324247,0.066714491,0.030129125,0.017934003,0.139885222,0.036226686,0.042324247,0.036226686,0.024031564,0.030129125,0.115494978,0.030129125,0.036226686
98,0.017099863,0.02872777,0.017099863,0.02872777,0.022913817,0.02872777,0.034541724,0.017099863,0.02872777,0.02872777,0.040355677,0.017099863,0.034541724,0.557797538,0.022913817,0.022913817,0.051983584
99,0.097891232,0.045061043,0.026193119,0.071476138,0.094117647,0.026193119,0.018645949,0.018645949,0.033740289,0.063928968,0.060155383,0.029966704,0.097891232,0.19600444,0.037513873,0.022419534,0.060155383
100,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.06501548,0.341331269
101,0.034602076,0.046366782,0.034602076,0.105190311,0.105190311,0.058131488,0.046366782,0.034602076,0.034602076,0.140484429,0.069896194,0.034602076,0.046366782,0.046366782,0.034602076,0.0816609,0.046366782
102,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.06501548,0.341331269
103,0.0486565,0.098039216,0.0486565,0.036310821,0.036310821,0.073347858,0.061002179,0.073347858,0.073347858,0.036310821,0.061002179,0.085693537,0.0486565,0.061002179,0.0486565,0.073347858,0.036310821
104,0.027000964,0.043394407,0.016072003,0.016072003,0.021536483,0.027000964,0.016072003,0.043394407,0.021536483,0.021536483,0.043394407,0.021536483,0.021536483,0.578913533,0.021536483,0.016072003,0.043394407
105,0.045955882,0.061580882,0.045955882,0.045955882,0.061580882,0.045955882,0.061580882,0.045955882,0.045955882,0.061580882,0.092830882,0.077205882,0.045955882,0.061580882,0.045955882,0.077205882,0.077205882
106,0.212429158,0.01309361,0.052960719,0.026382646,0.029704905,0.069572015,0.036349423,0.076216533,0.036349423,0.056282978,0.029704905,0.036349423,0.086183311,0.092827829,0.069572015,0.039671683,0.036349423
107,0.022451729,0.05298608,0.022451729,0.434665469,0.022451729,0.037718904,0.030085317,0.037718904,0.037718904,0.022451729,0.037718904,0.022451729,0.030085317,0.037718904,0.037718904,0.045352492,0.068253256
108,0.022017746,0.072297075,0.156095958,0.038777522,0.022017746,0.077883667,0.027604338,0.038777522,0.139336181,0.049950707,0.038777522,0.055537299,0.022017746,0.022017746,0.150509366,0.044364114,0.022017746
109,0.060249554,0.06631016,0.108734403,0.023885918,0.017825312,0.17540107,0.029946524,0.03600713,0.03600713,0.017825312,0.084491979,0.078431373,0.139037433,0.029946524,0.042067736,0.029946524,0.023885918
110,0.025389643,0.046757164,0.046757164,0.021116139,0.033936652,0.076671694,0.016842634,0.076671694,0.021116139,0.016842634,0.01256913,0.183509301,0.16214178,0.13222725,0.04248366,0.01256913,0.07239819
111,0.117647059,0.016523463,0.016523463,0.022141441,0.016523463,0.027759418,0.016523463,0.033377396,0.027759418,0.072703239,0.038995373,0.022141441,0.089557171,0.36483807,0.033377396,0.044613351,0.038995373
112,0.027000964,0.021536483,0.032465445,0.032465445,0.021536483,0.032465445,0.016072003,0.043394407,0.021536483,0.048858888,0.054323369,0.037929926,0.027000964,0.475088396,0.048858888,0.021536483,0.037929926
113,0.026709062,0.026709062,0.026709062,0.032114467,0.032114467,0.015898251,0.015898251,0.032114467,0.015898251,0.026709062,0.048330684,0.026709062,0.015898251,0.578060413,0.037519873,0.015898251,0.026709062
114,0.039873668,0.033162258,0.060007896,0.033162258,0.026450849,0.086853533,0.060007896,0.039873668,0.033162258,0.019739439,0.053296486,0.086853533,0.12041058,0.039873668,0.12712199,0.066719305,0.073430715
115,0.021767297,0.012956725,0.109873024,0.070225447,0.074630733,0.034983156,0.052604302,0.153925888,0.057009588,0.039388443,0.03057787,0.048199015,0.096657165,0.026172584,0.07903602,0.043793729,0.048199015
116,0.029857398,0.029857398,0.02228164,0.461675579,0.045008913,0.029857398,0.02228164,0.02228164,0.02228164,0.02228164,0.045008913,0.060160428,0.029857398,0.029857398,0.029857398,0.029857398,0.067736185
117,0.072883788,0.019225251,0.048493544,0.028981349,0.072883788,0.058249641,0.043615495,0.082639885,0.072883788,0.048493544,0.043615495,0.048493544,0.082639885,0.033859397,0.146054519,0.077761836,0.019225251
118,0.063883618,0.042378242,0.05313093,0.063883618,0.042378242,0.063883618,0.031625553,0.063883618,0.031625553,0.042378242,0.042378242,0.063883618,0.074636306,0.063883618,0.05313093,0.139152435,0.063883618
119,0.204464918,0.03579022,0.059886605,0.047838412,0.053862509,0.065910702,0.03579022,0.023742027,0.10205528,0.029766123,0.017717931,0.029766123,0.029766123,0.023742027,0.138199858,0.047838412,0.053862509
120,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.354489164
121,0.024582968,0.029558092,0.034533216,0.029558092,0.029558092,0.029558092,0.014632719,0.039508341,0.024582968,0.044483465,0.089259584,0.119110331,0.148961077,0.213637694,0.049458589,0.054433714,0.024582968
122,0.053524112,0.044515103,0.07154213,0.053524112,0.07154213,0.080551139,0.089560148,0.035506094,0.026497085,0.098569157,0.053524112,0.035506094,0.044515103,0.053524112,0.089560148,0.062533121,0.035506094
123,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.367647059
124,0.03869969,0.03869969,0.03869969,0.03869969,0.051857585,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.03869969,0.06501548,0.341331269
125,0.033006536,0.02745098,0.016339869,0.02745098,0.033006536,0.033006536,0.016339869,0.02745098,0.021895425,0.02745098,0.060784314,0.02745098,0.038562092,0.538562092,0.021895425,0.021895425,0.02745098
126,0.087802768,0.043685121,0.043685121,0.03633218,0.028979239,0.03633218,0.168685121,0.058391003,0.087802768,0.021626298,0.058391003,0.021626298,0.058391003,0.058391003,0.117214533,0.028979239,0.043685121
127,0.028426682,0.042780749,0.047565438,0.03799606,0.03799606,0.114551084,0.03799606,0.018857304,0.229383619,0.028426682,0.071488883,0.028426682,0.033211371,0.03799606,0.13368984,0.042780749,0.028426682
128,0.031105636,0.020634432,0.057283646,0.020634432,0.031105636,0.025870034,0.036341238,0.251000924,0.062519249,0.093932861,0.067754851,0.067754851,0.04157684,0.04157684,0.078226055,0.036341238,0.036341238
129,0.072812052,0.085007174,0.042324247,0.030129125,0.030129125,0.042324247,0.017934003,0.091104735,0.036226686,0.109397418,0.078909613,0.030129125,0.030129125,0.1276901,0.030129125,0.078909613,0.066714491
130,0.029411765,0.054835494,0.0166999,0.033649053,0.029411765,0.076021934,0.012462612,0.046360917,0.012462612,0.042123629,0.08449651,0.042123629,0.076021934,0.33449651,0.050598205,0.025174477,0.033649053
131,0.051566081,0.025592055,0.019098549,0.038579068,0.038579068,0.045072574,0.032085561,0.058059587,0.038579068,0.045072574,0.09052712,0.032085561,0.025592055,0.356760886,0.032085561,0.051566081,0.019098549
132,0.019739439,0.026450849,0.026450849,0.34188709,0.039873668,0.033162258,0.033162258,0.12712199,0.033162258,0.026450849,0.039873668,0.033162258,0.026450849,0.019739439,0.073430715,0.046585077,0.053296486
133,0.055525014,0.055525014,0.158328752,0.055525014,0.027487631,0.092908191,0.027487631,0.064870808,0.027487631,0.046179219,0.055525014,0.083562397,0.046179219,0.064870808,0.036833425,0.036833425,0.064870808
